activation	batch_size	compound_weighting	concurrent_perm	data_transform	dropout	imputation_method	impute_labels	impute_seed	learning_rate	model_suffix	multitask_strategy	num_layers	num_neurons	num_steps	optimizer	percent_to_delete	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	restore_network	seed	shuffle_labels	shuffle_seed	target_weighting	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	0	all	7	6220	232597	Adagrad	0.0	classification	True	True	1234	cells	False	123456	False	1234	True	10317.558026075363	0.9992444276540001	0.6066681194160001	0.999470979444	0.646389598328	0.9993576907089999	0.625899280576	0.9990042831329999	0.41823957426700004	0.9999064896200002	0.794775114463	0.9995793409679999	0.8205199499510001	0.9997428885299998	0.8074423695190001	0.9993968869840001	0.533081606627	0.997942810121	0.594491201224	0.998353570694	0.48111455108400003	0.9981481481479999	0.5318275154	0.997870603924	0.47362923615	0.999256919933	0.40107913669100004	0.999071322437	0.255733944954	0.9991641125660001	0.312324929972	0.999023054834	0.235346069844	0.9982964224869999	0.590536512668	0.999512670565	0.580373489564	0.998904176306	0.58541089566	0.998594893963	0.469985233427
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	1	all	7	6220	232597	Adagrad	0.1	classification	True	True	1234	cells	False	123456	False	1234	True	10228.26970887184	0.999411863552	0.620507906085	0.999495840686	0.601346644997	0.999453850355	0.61077703101	0.99915328139	0.4094050645	0.999948194581	0.804953560372	0.9992234819069999	0.79521757264	0.9995857068880001	0.8000559479680001	0.9990276047229999	0.529369569875	0.9977303676799999	0.576409495549	0.999090909091	0.48111455108400003	0.998410174881	0.524468444144	0.998170649081	0.463133185308	0.999175427747	0.394893617021	0.9997937293729999	0.266055045872	0.9994844829359999	0.317917094896	0.999397420533	0.236842519502	0.9989164296359999	0.598024316109	0.999593385741	0.5763456609300001	0.999254793036	0.586984896513	0.999044751055	0.47354655886999997
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	2	all	7	6220	232597	Adagrad	0.2	classification	True	True	1234	cells	False	123456	False	1234	True	10228.771819353104	0.99971633888	0.609617137648	0.999432838643	0.621081959601	0.9995745686599999	0.615296147211	0.9993404190649999	0.408411527953	0.999592786504	0.78198567042	0.999825439311	0.849715000695	0.9997090993719999	0.8144446665330001	0.999317102799	0.5358344148390001	0.9984635083230001	0.639076034649	0.998975147323	0.411145510836	0.998719262295	0.5003767897510001	0.998526516005	0.457338912312	0.999313815188	0.41359223301	0.999771167048	0.244266055046	0.999542438801	0.307137707282	0.99946414468	0.236516363166	0.998618148319	0.591194968553	0.999538958045	0.550714024167	0.9990783410140001	0.570236966825	0.9988202059819999	0.455118617635
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	3	all	7	6220	232597	Adagrad	0.3	classification	True	True	1234	cells	False	123456	False	1234	True	10230.119411230087	0.999783737024	0.609761739533	0.9994595178899999	0.6120269329	0.9996216011679999	0.610892236385	0.999414243698	0.403968654743	0.999733297773	0.7806459981839999	0.999866631102	0.836646739886	0.999799959992	0.807676821903	0.999532067171	0.522620184506	0.998540997957	0.597896440129	0.998540997957	0.457585139319	0.998540997957	0.518414591371	0.9983208209350001	0.462487464142	0.998678297647	0.402830188679	0.999206559111	0.244839449541	0.99894235854	0.304564907275	0.9987629294979999	0.230790862509	0.998945888967	0.603969327921	0.999121419786	0.49029659465400005	0.999033646666	0.541228779305	0.998763123483	0.43238010586099995
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	4	all	7	6220	232597	Adagrad	0.4	classification	True	True	1234	cells	False	123456	False	1234	True	10231.412723064424	0.9997475066279999	0.6074146820530001	0.999873737374	0.574413745066	0.999810618017	0.590453460621	0.9997069277889999	0.38276012808700005	0.999610014819	0.781434377868	0.999843969418	0.828583344919	0.999726978431	0.804318488529	0.9993628307019999	0.517387968384	0.998613037448	0.59963099631	0.998613037448	0.402476780186	0.998613037448	0.481659874027	0.998407085435	0.43180053187399997	0.9993836671799999	0.408051235133	0.9996917385940001	0.255733944954	0.999537679149	0.314416637293	0.999459294759	0.239364507116	0.999384236453	0.619047619048	0.998564397047	0.447455144636	0.998974148543	0.519447396387	0.998687638298	0.419050527391
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	5	all	7	6220	232597	Adagrad	0.5	classification	True	True	1234	cells	False	123456	False	1234	True	10232.571512699129	0.999849102158	0.606517509728	0.999698249849	0.579057348502	0.9997736703129999	0.59246941442	0.999648609427	0.384163251102	1.0	0.789758140792	0.999718442046	0.812595579035	0.999859201201	0.8010141153899999	0.999669849813	0.518531450326	0.9995972613770001	0.539644012945	1.0	0.41300309597499996	0.999798590131	0.467905997895	0.999767913021	0.40491606935900004	0.999623068225	0.399250234302	0.9992464204970001	0.244266055046	0.9994347088750001	0.303094983991	0.999340319194	0.228464273863	1.0	0.6178146038319999	0.999039154456	0.43683632369099995	0.999519346311	0.5117975117979999	0.9993815399439999	0.41233443339500003
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	6	all	7	6220	232597	Adagrad	0.6	classification	True	True	1234	cells	False	123456	False	1234	True	10235.057068824768	1.0	0.603952772074	1.0	0.5463199442769999	1.0	0.573692551506	1.0	0.36553227068599997	1.0	0.7882833787469999	0.9998834091169999	0.804393160017	0.9999417011599999	0.7962567948810001	0.9998620611319999	0.509698875491	1.0	0.5656862745100001	1.0	0.357275541796	1.0	0.437950664137	1.0	0.387497286794	0.999532928538	0.375330396476	1.0	0.244266055046	0.9997664097169999	0.29593608891999995	0.999727281905	0.214507430947	0.99790293589	0.551751279024	0.9996998799519999	0.513365067741	0.9988005997	0.53186646434	0.998457389926	0.406490886893
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	7	all	7	6220	232597	Adagrad	0.7	classification	True	True	1234	cells	False	123456	False	1234	True	10234.889422893524	1.0	0.5824202580960001	1.0	0.555374970977	1.0	0.568576182553	1.0	0.348240218234	0.9996875488200001	0.771056062581	1.0	0.822188238565	0.99984375	0.7958016551170001	0.999630553169	0.49449932001100005	0.999302163294	0.52970795569	1.0	0.325696594427	0.99965095986	0.403374233129	0.999599575882	0.35035183197499997	0.9993761696819999	0.420849420849	0.9993761696819999	0.1875	0.9993761696819999	0.259420864736	0.9992721330609999	0.208578247667	1.0	0.5663217309499999	1.0	0.44086415232500004	1.0	0.495779287626	1.0	0.38023725143799997
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	8	all	7	6220	232597	Adagrad	0.8	classification	True	True	1234	cells	False	123456	False	1234	True	10228.103847026823	1.0	0.56	1.0	0.572091943348	1.0	0.56598139428	1.0	0.332088026178	1.0	0.766247379455	1.0	0.813012651189	1.0	0.788937605396	1.0	0.47903113233000005	1.0	0.49585921325099996	0.998953974895	0.296594427245	0.9994767137620001	0.37117396358000004	0.99939984634	0.315924778142	1.0	0.380507343124	1.0	0.163417431193	1.0	0.228640192539	1.0	0.175126034389	1.0	0.549329501916	1.0	0.41999267667499995	1.0	0.476032371861	1.0	0.357690441913
relu	128	True	1	None	0.1881794691693497	mean	False	1234	0.05	9	all	7	6220	232597	Adagrad	0.9	classification	True	True	1234	cells	False	123456	False	1234	True	10226.497314929962	1.0	0.548918156162	1.0	0.541908521012	1.0	0.545390816684	1.0	0.306694276937	1.0	0.7531880977680001	1.0	0.7882663700820001	1.0	0.77032810271	1.0	0.437902041374	1.0	0.40887850467299997	1.0	0.21671826625399998	1.0	0.28328611898	1.0	0.22562236915999997	1.0	0.314285714286	1.0	0.157683486239	1.0	0.210003818251	1.0	0.137842988993	1.0	0.5044386422980001	1.0	0.353716587331	1.0	0.415841584158	1.0	0.293452806626
