activation	batch_size	compound_weighting	concurrent_perm	data_transform	dropout	imputation_method	impute_labels	impute_seed	learning_rate	model_suffix	multitask_strategy	num_layers	num_neurons	num_steps	optimizer	percent_to_delete	prediction_mode	read_parameters	remove_labels	remove_seed	remove_type	restore_network	seed	shuffle_labels	shuffle_seed	target_weighting	Time	1814_precision_Train	1814_precision_Test	1814_recall_Train	1814_recall_Test	1814_fscore_Train	1814_fscore_Test	1814_mcc_Train	1814_mcc_Test	2314_precision_Train	2314_precision_Test	2314_recall_Train	2314_recall_Test	2314_fscore_Train	2314_fscore_Test	2314_mcc_Train	2314_mcc_Test	485346_precision_Train	485346_precision_Test	485346_recall_Train	485346_recall_Test	485346_fscore_Train	485346_fscore_Test	485346_mcc_Train	485346_mcc_Test	504652_precision_Train	504652_precision_Test	504652_recall_Train	504652_recall_Test	504652_fscore_Train	504652_fscore_Test	504652_mcc_Train	504652_mcc_Test	743279_precision_Train	743279_precision_Test	743279_recall_Train	743279_recall_Test	743279_fscore_Train	743279_fscore_Test	743279_mcc_Train	743279_mcc_Test
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	0	all	5	5321	166172	Adagrad	0.0	classification	True	True	234567	cells	False	123456	False	1234	True	6496.278167247772	0.999467397094	0.63647431215	0.9993153290219999	0.594902139281	0.999391357273	0.61498647218	0.999059964008	0.415782010026	0.999766496988	0.790707016604	0.9996264475159999	0.82334076966	0.9996964673469999	0.8066939890710001	0.999286890159	0.530648594708	0.999586520571	0.605504587156	0.998348131324	0.445125689761	0.9989669421490001	0.513074204947	0.9988130839020001	0.458977464854	0.99943587815	0.411607142857	0.9988723924070001	0.255118981738	0.9991540558319999	0.314998291766	0.999013328703	0.237680611666	0.9989045764360001	0.609429065744	0.9987830108310001	0.517634092579	0.9988437899349999	0.559793404847	0.998516967486	0.451289686811
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	1	all	5	5321	166172	Adagrad	0.1	classification	True	True	234567	cells	False	123456	False	1234	True	6396.964472532271	0.999405368671	0.625174175569	0.9995751911640001	0.612653618571	0.999490272704	0.618850574713	0.9992142669230001	0.41370954375299995	0.999792853444	0.78843328436	0.9998964159929999	0.823061907418	0.999844632037	0.805375537213	0.9996343640019999	0.5266787263480001	0.998844998845	0.5994787141619999	0.9993066789920001	0.42305334150799995	0.999075785582	0.496046010065	0.9989387734340001	0.443037063181	0.9993717277490001	0.412556053812	0.9993717277490001	0.254565578307	0.9993717277490001	0.31485284051999995	0.999267423458	0.237942174877	0.998921105866	0.596847781004	0.9994602617730001	0.528655400441	0.999190611089	0.560685758816	0.9989612430399999	0.44819813905100003
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	2	all	5	5321	166172	Adagrad	0.2	classification	True	True	234567	cells	False	123456	False	1234	True	6396.090503931046	0.999618757148	0.636901698405	0.9995234918520001	0.563268092854	0.9995711222299999	0.597826086957	0.9993378857619999	0.39977800304300004	1.0	0.785868976719	0.9998251136759999	0.809537088678	0.999912549191	0.797527472527	0.9997946040250001	0.511738345388	0.9994846689	0.598591549296	0.998455598456	0.41692213365999997	0.998969868658	0.49150704734399997	0.9988158596500001	0.43901497907	0.999529633114	0.415261756877	0.999294615565	0.258992805755	0.999412110523	0.319018404908	0.999314366299	0.241770038101	0.9977234785250001	0.579365079365	1.0	0.5095518001470001	0.998860442148	0.542220484754	0.9985377823649999	0.425589540404
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	3	all	5	5321	166172	Adagrad	0.3	classification	True	True	234567	cells	False	123456	False	1234	True	6396.982758283614	0.99956284153	0.625548387097	0.99956284153	0.551661356395	0.99956284153	0.586286128915	0.999326700081	0.38297095982600005	1.0	0.788309205135	0.999933141673	0.804796430563	0.999966569719	0.796467503795	0.999921804007	0.512059206552	1.0	0.6074418604649999	0.999407933689	0.40036787247100003	0.9997038791830001	0.48263118994800003	0.999659953892	0.43398205533999995	0.999468085106	0.403398926655	0.999468085106	0.249584947427	0.999468085106	0.308376068376	0.999379077541	0.23012626036800002	0.998600419874	0.574241181296	0.9994746979510001	0.51432770022	0.999037367638	0.542635658915	0.998766595421	0.424307266882
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	4	all	5	5321	166172	Adagrad	0.4	classification	True	True	234567	cells	False	123456	False	1234	True	6397.897835731506	0.9996192410200001	0.60482725982	0.9996192410200001	0.581702321347	0.9996192410200001	0.593039443155	0.999413409116	0.377296479885	0.99968878861	0.778614855934	1.0	0.8213887339650001	0.999844370088	0.7994300447820001	0.999634529244	0.508943625132	1.0	0.5914972273569999	1.0	0.39239730226899994	1.0	0.47180243273100003	1.0	0.42094473284	0.999385749386	0.402953586498	0.9990789069700001	0.211400110681	0.999232304622	0.27731397459199997	0.999102507911	0.20997125005199999	0.998977505112	0.582188746123	0.9997953336059999	0.48273328435	0.9993862520460001	0.527816830689	0.9992142228049999	0.413656530629
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	5	all	5	5321	166172	Adagrad	0.5	classification	True	True	234567	cells	False	123456	False	1234	True	6398.9208595752725	0.9995437956200001	0.603782735209	0.99969581749	0.566681838871	0.999619800776	0.584644282695	0.9994101377529999	0.36887987895900004	0.999812541007	0.785401259929	0.999906261717	0.799637479085	0.9998593991660001	0.7924554373360001	0.999669879665	0.503336410099	0.9983511953829999	0.5649122807020001	0.999174917492	0.394849785408	0.9987628865979999	0.464814146518	0.9985783947429999	0.408167630019	0.99924556771	0.41611996251199995	1.0	0.245711123409	0.999622641509	0.30897703549100003	0.9995599163940001	0.235370405177	1.0	0.591427268582	0.999517956134	0.476487876561	0.999758919961	0.527772126144	0.999690215801	0.416812432626
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	6	all	5	5321	166172	Adagrad	0.6	classification	True	True	234567	cells	False	123456	False	1234	True	6398.833492994309	1.0	0.607206746742	0.9996202050890001	0.5407373691399999	0.999810066477	0.572047670639	0.999705561999	0.35969494542900005	0.999649900805	0.777106816962	0.9998832730239999	0.807445621863	0.999766573296	0.791985776805	0.9994510042110001	0.495541455258	0.9994807892	0.557073170732	0.998443983402	0.35009196811800003	0.998962117281	0.42996987951800003	0.9988076875730001	0.37811620739600005	0.9995155038760001	0.410440122825	0.9995155038760001	0.221914775872	0.9995155038760001	0.28807471264400003	0.9994367947059999	0.21963193168900003	0.9996998799519999	0.578020932445	1.0	0.446362968406	0.999849917455	0.503731343284	0.999806978913	0.39164616802599994
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	7	all	5	5321	166172	Adagrad	0.7	classification	True	True	234567	cells	False	123456	False	1234	True	6399.3823421001425	1.0	0.587373979837	0.9997496871089999	0.556895766955	0.999874827888	0.571728971963	0.999805407201	0.34732321532	0.999690402477	0.773665382499	0.9998451772720001	0.78402119353	0.999767783884	0.7788088642659999	0.999448617879	0.47231585987499997	1.0	0.516885553471	0.999317406143	0.337829552422	0.999658586548	0.40860215053800003	0.999607151847	0.34984402394599995	0.9993597951340001	0.38265786993400003	1.0	0.224681793027	0.999679795069	0.283124128312	0.9996271914049999	0.205644101736	0.999601116873	0.557855126999	1.0	0.43570903747199996	0.9998005186519999	0.48927392739299996	0.9997434967219999	0.372184601694
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	8	all	5	5321	166172	Adagrad	0.8	classification	True	True	234567	cells	False	123456	False	1234	True	6386.663935184479	1.0	0.566309117504	1.0	0.528675466545	1.0	0.546845574388	1.0	0.312391905475	1.0	0.775889158692	1.0	0.7573898494140001	1.0	0.766527905172	1.0	0.457126329024	1.0	0.483177570093	1.0	0.316983445739	1.0	0.382821177342	1.0	0.31992124532099997	1.0	0.357723577236	1.0	0.21914775871599998	1.0	0.271791352093	1.0	0.188362082373	1.0	0.540816326531	1.0	0.42836149889799996	1.0	0.478064780648	1.0	0.356474197325
relu	256	True	1	None	0.15746118786647662	mean	False	1234	0.05	9	all	5	5321	166172	Adagrad	0.9	classification	True	True	234567	cells	False	123456	False	1234	True	6377.9708371162415	1.0	0.538608198284	1.0	0.5143377332729999	1.0	0.526193247963	1.0	0.276383280418	1.0	0.749758853521	1.0	0.758644729504	1.0	0.754175618546	1.0	0.414135262006	1.0	0.446139180172	1.0	0.286940527284	1.0	0.34925373134300003	1.0	0.283169112233	1.0	0.342610364683	1.0	0.19756502490299999	1.0	0.250614250614	1.0	0.169256044673	1.0	0.5417156286720001	1.0	0.338721528288	1.0	0.416817359855	1.0	0.31081712789099997
