ID	SMILES
1040797	CC(=O)C(=CNc1cc(-c2ccc(C)cc2)nn1-c1ccccc1)C(C)=O
1040844	COc1ccc(NC(=O)Cc2c(SC)c3ccccc3n2Cc2ccccc2)cc1
1040976	COc1cc(C2N(c3ccccc3)CCN2c2ccccc2)ccc1OC(C)=O
1041318	COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
1042164	CCOC(=O)c1c(CN2CCN(C)CC2)n(-c2ccccc2)c2cc(Br)c(O)cc12
1042482	COc1ccc(C(=O)COC(=O)C2CCN(S(=O)(=O)c3cccc4cccnc34)CC2)cc1
1042545	COC(=O)c1ccc(Sc2nnnn2-c2ccccc2)c([N+](=O)[O-])c1
1042710	CC(=O)Oc1c(C)c(=O)n(C)c2ccccc12
1042797	O=C(N/C(=C/c1cccnc1)C(=O)N1CCCCCC1)c1cccc(Br)c1
1043143	Cc1ccc2nc(NC(=O)COC(=O)CSc3nc(C)cc(C)n3)sc2c1
1043221	CCOC(=O)c1c(CN2CCN(CCO)CC2)n(-c2ccccc2)c2cc(Br)c(O)cc12
1043227	O=C(c1nn2c(C(F)(F)F)cc(-c3ccco3)nc2c1Br)N1CCCc2ccccc21
1043228	O=C(c1ccccc1)N1CCN(C(=O)c2nn3c(C(F)(F)F)cc(-c4ccco4)nc3c2Br)CC1
1043331	c1ccc(Cn2c(CNc3nc4ccccc4n3CCN3CCCCC3)nc3ccccc32)cc1
1043575	CCOC(=O)Cn1c(-c2nonc2NC(=O)c2ccccc2F)nc2ccccc21
1043716	Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nc(O)c(Cc3ccccc3)c2=O)cc1
1043739	CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1
1044226	Cc1cc(NC(=O)NC(=O)c2cccc(OC(F)(F)C(F)F)c2)n[nH]1
1044250	COc1ccccc1NC(=S)NNC(=O)c1ccc(Cl)cc1Cl
1045803	O=C(NCc1cccnc1)c1cc2nc(-c3cccs3)cc(C(F)(F)Cl)n2n1
1046489	CCn1cc(C(=O)O)c(=O)c2cnc(N3CCN(C(=S)Nc4ccccc4Cl)CC3)nc21
1046560	COc1cc(NC(=O)Cn2nc(C(F)(F)F)c(Br)c2C)cc([N+](=O)[O-])c1
1046666	Cc1nn(-c2nnc(NCc3ccccc3)nn2)c(C)c1Br
10467247	CCN(CC)C1=CC(=O)/C(=C/NN=C(N)N)C=C1
1046754	O=C(NC(Nc1nc2ccc([N+](=O)[O-])cc2s1)(C(F)(F)F)C(F)(F)F)c1cccnc1
1046832	O=C(C1=C(N2CCCC2)CCc2ccccc21)c1ccc(Br)cc1
1046836	Clc1ccc2ncc(-c3nnnn3-c3ccccc3)c(-c3ccccc3)c2c1
1046844	Nc1ncc(-c2nnnn2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)n1
1046850	FC(F)(F)c1nc(-c2cccs2)ncc1-c1nnnn1-c1ccc(Cl)cc1
1046873	COc1ccc(-n2nnnc2-c2cnc(N3CCCC3)nc2C(F)(F)F)cc1
1047090	CCn1cc(Br)c(C(=O)Nc2ccc(Cl)c(Cl)c2)n1
1047101	C=CCN1N=C(c2ccc(NC(=O)c3ccccc3)cc2)CSC1=O
1047183	O=c1c2ccccc2nc(-c2ccc(-c3ccccc3)cc2)n1-c1ccncc1
1047194	CCOC(=O)c1c(NC(C)=O)sc2c(OCCN(CC)CC)c(Br)ccc12
1047581	Cc1ccc(-c2nc3ncccc3o2)cc1NC(=O)Cc1ccc(Cl)cc1
1047584	O=C(NC(=S)Nc1ccc(N2CCOCC2)c(Cl)c1)c1cccs1
1048275	O=C(NC(=S)Nc1ccc2c(c1)OCCO2)c1cccc2ccccc12
1048276	O=C(NC(=S)Nc1ccc2c(c1)OCCO2)c1cccc(Br)c1
1048317	COc1ccc(-c2csc(NC(=S)NC(=O)c3ccco3)n2)cc1Br
1048330	O=C(NC(=S)Nc1ccc(N2CCCCC2)cc1)c1ccc2c(c1)OCCO2
1048332	O=C(NC(=S)Nc1ccc(N2CCOCC2)cc1)c1ccc2c(c1)OCCO2
1048415	O=C(NC(=S)Nc1ccc(CN2CCCCC2)cc1)c1cc2ccccc2o1
1048451	CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc(Br)o3)cc2)CC1
1048481	CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4o3)cc2)CC1
